,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
4918,8/13/2014,BadgerysCreek,5.1,17.1,2.2,,,SSW,26,SW,S,19,6,65,38,1033.8,1031.3,,,10.7,15.9,Yes,0,No
4919,8/14/2014,BadgerysCreek,0.9,18.3,0,,,NNW,22,WSW,ENE,4,7,69,41,1035.4,1032,,,9.4,17.9,No,0,No
4920,8/15/2014,BadgerysCreek,3.8,19.1,0,,,E,26,SW,NE,6,7,85,42,1031.5,1025.9,,,11.3,18.4,No,0,No
4921,8/16/2014,BadgerysCreek,5.4,17.3,0,,,ESE,20,SSW,E,7,13,100,65,1023.9,1018.8,,,10.6,16.7,No,27,Yes
4922,8/17/2014,BadgerysCreek,10.6,16.1,27,,,WSW,35,,W,0,13,100,100,1010.6,1004.9,,,13,13.7,Yes,44.2,Yes
4923,8/18/2014,BadgerysCreek,10.7,15.8,44.2,,,SSW,54,SSW,SSW,31,30,99,71,1004.1,1006.3,,,12.4,15.1,Yes,18.4,Yes
4924,8/19/2014,BadgerysCreek,11.5,17.5,18.4,,,SW,61,SW,SSE,22,26,75,75,1016.4,1017.3,,,14.2,13.4,Yes,1.2,Yes
4925,8/20/2014,BadgerysCreek,8.6,16.9,1.2,,,SW,35,SSW,ESE,19,15,65,55,1025.5,1024.1,,,12.5,15.5,Yes,0,No
4926,8/21/2014,BadgerysCreek,5.5,17,0,,,SE,28,SW,SE,11,15,80,61,1029.5,1027,,,12.3,16.5,No,0,No
4927,8/22/2014,BadgerysCreek,9.9,19.2,0,,,S,22,SSW,SW,11,4,75,53,1032,1028.6,,,14.6,18.6,No,0.2,No
4928,8/23/2014,BadgerysCreek,8,18.4,0.2,,,ESE,26,,ESE,0,9,88,83,1031.4,1029,,,14.8,14.7,No,5,Yes
4929,8/24/2014,BadgerysCreek,7.5,20.1,5,,,ENE,19,SSW,N,2,4,100,52,1030.1,1026,,,12.3,19.7,Yes,0,No
4930,8/25/2014,BadgerysCreek,6.9,21.1,0,,,E,28,W,E,4,15,89,62,1025.9,1021.7,,,13.4,18.2,No,7.4,Yes
4931,8/26/2014,BadgerysCreek,8.9,14.7,7.4,,,SSW,30,SSE,S,7,11,100,94,1023.9,1023,,,12.8,14.4,Yes,28.4,Yes
4932,8/27/2014,BadgerysCreek,11.5,17.5,28.4,,,S,48,SSW,S,13,28,95,73,1026.3,1024.4,,,13.4,15.4,Yes,1.6,Yes
4933,8/28/2014,BadgerysCreek,9.9,18.6,1.6,,,SSE,39,SW,S,15,13,85,69,1027.4,1026.2,,,14.1,16.1,Yes,0.2,No
4934,8/29/2014,BadgerysCreek,7.8,17.1,0.2,,,S,39,SW,SSW,15,20,72,61,1027.3,1024.1,,,13.9,16.8,No,0,No
4935,8/30/2014,BadgerysCreek,9.9,17,0,,,SW,37,SW,SW,22,19,68,68,1024.2,1022,,,14.3,16.5,No,0,No
4936,8/31/2014,BadgerysCreek,9.7,21.9,0,,,E,26,SW,S,15,7,71,45,1021.4,1016.7,,,14.8,20.6,No,0,No
4937,9/1/2014,BadgerysCreek,6.7,22.9,0,,,WNW,30,WSW,NNE,4,11,84,44,1017,1010.4,,,13.2,22.8,No,0,No
4938,9/2/2014,BadgerysCreek,12.4,16.8,0,,,SW,56,WSW,SW,13,24,57,52,1009,1008.2,,,16.1,15,No,2.4,Yes
4939,9/3/2014,BadgerysCreek,8.3,17.1,2.4,,,SW,59,SSW,SSW,31,26,52,44,1014.3,1012.5,,,12.4,15.5,Yes,0,No
4940,9/4/2014,BadgerysCreek,7.2,17.2,0,,,SW,46,SSW,S,28,20,54,45,1016.5,1015.1,,,13.6,15.7,No,0,No
4941,9/5/2014,BadgerysCreek,8.7,17,0,,,SSW,41,SSW,S,22,15,63,68,1022.2,1022.1,,,13.7,15.1,No,1.4,Yes
4942,9/6/2014,BadgerysCreek,8.4,16.9,1.4,,,SE,31,SW,SE,11,19,73,59,1029.6,1028.3,,,14,15.9,Yes,1.2,Yes
4943,9/7/2014,BadgerysCreek,10.3,17.5,1.2,,,SW,17,SW,N,11,9,81,85,1032,1028,,,13.4,14.9,Yes,2,Yes
4944,9/8/2014,BadgerysCreek,7.4,20,2,,,NNE,33,,NNE,0,15,92,54,1029.4,1023.5,,,14.4,19.3,Yes,0,No
4945,9/9/2014,BadgerysCreek,5.7,24.4,0,,,N,35,NNW,N,6,20,100,48,1018.9,1012.1,,,11.1,23.4,No,8,Yes
4946,9/10/2014,BadgerysCreek,11.1,22.6,8,,,WSW,48,NW,W,4,31,73,38,1007.6,1009.5,,,16.3,21.3,Yes,0,No
4947,9/11/2014,BadgerysCreek,6.8,25.1,0,,,WSW,35,N,NNE,9,9,66,38,1016.7,1013.5,,,15.7,23.6,No,0,No
4948,9/12/2014,BadgerysCreek,10.9,16.4,0,,,SE,17,SW,SE,6,11,77,61,1025.8,1023.9,,,13.8,15.7,No,0,No
4949,9/13/2014,BadgerysCreek,11.7,20.1,0,,,ENE,28,SW,E,4,17,77,63,1027,1022.3,,,14.8,19,No,0,No
4950,9/14/2014,BadgerysCreek,9.1,25,0,,,E,31,E,ENE,2,7,100,40,1020.4,1015.3,,,14.4,23.9,No,0,No
4951,9/15/2014,BadgerysCreek,9.8,22,0,,,E,28,NNW,SE,4,6,71,43,1018.5,1014,,,16.9,21.6,No,0,No
4952,9/16/2014,BadgerysCreek,11.8,23.6,0,,,WNW,43,W,WNW,4,13,88,48,1010.7,1005.9,,,15.1,21.7,No,0.4,No
4953,9/17/2014,BadgerysCreek,9.1,20.4,0.4,,,SW,61,WSW,W,28,28,42,33,1012.7,1010.6,,,16.9,19.6,No,0,No
4954,9/18/2014,BadgerysCreek,6.2,19.7,0,,,WSW,30,WSW,SE,20,13,36,27,1018.9,1016.2,,,14.3,18.6,No,0,No
4955,9/19/2014,BadgerysCreek,3.2,20.6,0,,,E,26,SW,NE,6,9,60,30,1022.2,1018,,,13,19,No,0,No
4956,9/20/2014,BadgerysCreek,3.6,20.1,0,,,E,30,S,ESE,7,15,50,48,1024.5,1022.8,,,15.2,18.6,No,0,No
4957,9/21/2014,BadgerysCreek,7.8,20.9,0,,,E,30,SSW,N,13,7,66,42,1030.8,1026.5,,,14.4,20.3,No,0,No
4958,9/22/2014,BadgerysCreek,9.5,21.4,0,,,ENE,26,E,N,4,6,65,36,1032.2,1028,,,17.6,21.1,No,0,No
4959,9/23/2014,BadgerysCreek,5.6,23.1,0,,,E,28,S,NE,2,11,73,34,1030.2,1025.1,,,15,22.7,No,0,No
4960,9/24/2014,BadgerysCreek,7.4,26.3,0,,,N,22,W,NE,2,11,76,34,1022.8,1015.8,,,16.1,25.4,No,0.4,No
4961,9/25/2014,BadgerysCreek,13.7,21.4,0.4,,,ESE,41,NNE,SSE,9,4,77,84,1011.8,1009.7,,,18,18.2,No,5,Yes
4962,9/26/2014,BadgerysCreek,8.9,20.8,5,,,ENE,26,SW,NNE,13,11,69,50,1018.3,1015,,,16.9,20.4,Yes,0,No
4963,9/27/2014,BadgerysCreek,10.7,21.9,0,,,E,24,SSW,ENE,9,17,59,48,1021.3,1018.4,,,17.3,20.6,No,0,No
4964,9/28/2014,BadgerysCreek,6.7,25.8,0,,,NNE,30,N,NNE,4,17,71,33,1021.8,1015,,,15.9,25.5,No,0,No
4965,9/29/2014,BadgerysCreek,8.6,31.4,0,,,WNW,37,N,NW,7,15,50,20,1014.6,1011,,,21,31.1,No,0,No
4966,9/30/2014,BadgerysCreek,10.1,33.5,0,,,WNW,63,NNE,WNW,7,33,56,17,1013.4,1007.1,,,21.2,32.9,No,0,No
4967,10/1/2014,BadgerysCreek,13.7,20.9,0,,,WSW,61,SW,SSW,44,19,26,21,1017.7,1017.7,,,16.2,20,No,0,No
4968,10/2/2014,BadgerysCreek,4.8,24.4,0,,,WNW,22,N,NNE,7,9,54,28,1021.9,1016.4,,,16,23.7,No,0,No
4969,10/3/2014,BadgerysCreek,7.7,22.7,0,,,E,33,NW,ESE,2,19,53,58,1021,1018.6,,,18.2,21,No,0,No
4970,10/4/2014,BadgerysCreek,12.6,25.9,0,,,N,26,N,NE,13,6,72,42,1020.2,1014.7,,,18.3,25,No,0,No
4971,10/5/2014,BadgerysCreek,8.2,33.3,0,,,ESE,31,N,NNE,4,4,86,19,1016.2,1012.5,,,16.1,32.6,No,0,No
4972,10/6/2014,BadgerysCreek,15.7,31.8,0,,,E,26,N,NNE,4,9,73,41,1019.2,1011.3,,,18.5,28.6,No,0,No
4973,10/8/2014,BadgerysCreek,11.6,21.7,,,,,,S,ENE,11,13,74,51,1018.7,1017.2,,,16.3,21.1,,0,No
4974,10/9/2014,BadgerysCreek,13.1,23.3,0,,,ENE,31,NW,ENE,4,11,65,42,1023.2,1019.2,,,17.4,22.6,No,0,No
4975,10/10/2014,BadgerysCreek,8.7,26.3,0,,,E,30,S,N,4,11,77,34,1019.5,1014.3,,,15.6,25.3,No,0,No
4976,10/11/2014,BadgerysCreek,9.5,30.8,0,,,ENE,33,,ESE,0,13,70,18,1016.8,1013.1,,,18.2,29.6,No,0,No
4977,10/12/2014,BadgerysCreek,8.8,32.2,0,,,ENE,37,SSW,NNE,2,15,65,18,1017.5,1011.7,,,17.7,30.9,No,0,No
4978,10/13/2014,BadgerysCreek,11,25.1,0,,,NW,50,NNE,NE,4,4,68,78,1007.6,1004.7,,,20.1,20.6,No,13.2,Yes
4979,10/14/2014,BadgerysCreek,9.9,18.3,13.2,,,SSW,52,W,SSW,9,22,51,66,1009,1009.3,,,15,14.7,Yes,34.6,Yes
4980,10/15/2014,BadgerysCreek,10.1,17.6,34.6,,,SW,57,SW,SW,28,26,70,54,1013,1013.7,,,11.8,15.8,Yes,1,No
4981,10/16/2014,BadgerysCreek,4.8,23.9,1,,,ESE,31,,NNW,0,2,71,34,1018.2,1015.1,,,12.7,21.6,No,0,No
4982,10/17/2014,BadgerysCreek,8.1,20.4,0,,,SE,31,SSW,SE,13,20,72,55,1024.8,1024.4,,,14.9,19.2,No,0,No
4983,10/18/2014,BadgerysCreek,8.4,21.9,0,,,E,30,SW,ENE,7,7,60,39,1029.9,1026.6,,,16,20.9,No,0,No
4984,10/19/2014,BadgerysCreek,7.8,27.9,0,,,NNW,22,S,NNE,2,9,71,34,1027.5,1021.9,,,15.4,27,No,0,No
4985,10/20/2014,BadgerysCreek,12.6,18.7,0,,,SSE,37,S,SE,20,17,67,69,1029.2,1029.7,,,17.4,17,No,1.4,Yes
4986,10/21/2014,BadgerysCreek,12.7,17.4,1.4,,,NE,22,SW,E,7,9,86,58,1032.7,1030.4,,,14.6,16.9,Yes,0,No
4987,10/22/2014,BadgerysCreek,12.8,24.5,0,,,NNE,33,NNW,NNE,13,11,57,46,1026.8,1021,,,17.2,23.2,No,0,No
4988,10/23/2014,BadgerysCreek,10.6,31.7,0,,,ESE,33,NNW,E,4,20,77,37,1018.1,1014.7,,,18.7,30.5,No,0,No
4989,10/24/2014,BadgerysCreek,15.6,30.2,0,,,NNE,35,NW,NNE,2,20,75,42,1020.2,1013.4,,,20.1,29.2,No,0.2,No
4990,10/25/2014,BadgerysCreek,13.4,33.1,0.2,,,E,31,N,E,4,22,82,51,1015.4,1012.4,,,21.3,29.7,No,0,No
4991,10/26/2014,BadgerysCreek,17.7,34.8,0,,,E,33,WSW,E,2,4,78,27,1010.5,1006.6,,,21.6,34.6,No,0,No
4992,10/27/2014,BadgerysCreek,17.4,32.5,0,,,W,80,N,NW,7,37,77,32,1008,1003,,,21.2,28.7,No,0,No
4993,10/28/2014,BadgerysCreek,9.5,28.1,0,,,WNW,48,W,WSW,11,22,37,21,1012.4,1008.7,,,20.3,26.9,No,0,No
4994,10/29/2014,BadgerysCreek,11,26.3,0,,,ENE,35,SW,E,13,20,46,45,1017.2,1014.2,,,20.2,25.1,No,0,No
4995,10/31/2014,BadgerysCreek,10.5,36.7,,,,,,,ENE,0,6,55,14,1013.6,1006.6,,,21,35.1,,0,No
4996,11/1/2014,BadgerysCreek,18.1,35.3,0,,,WNW,70,N,NNW,17,31,41,43,1003.1,997.7,,,29.4,31.1,No,5,Yes
4997,11/2/2014,BadgerysCreek,10.5,24.4,5,,,WSW,46,SW,SW,24,9,31,17,1018.3,1016.5,,,15.2,23.2,Yes,0,No
4998,11/3/2014,BadgerysCreek,6.8,23.3,0,,,E,39,WNW,E,2,26,56,51,1025.3,1022.2,,,16.6,21.4,No,0,No
4999,11/4/2014,BadgerysCreek,13.5,26.7,0,,,E,37,NNE,NNE,13,11,70,44,1023.8,1017.6,,,18,25.8,No,0,No
5000,11/5/2014,BadgerysCreek,13.4,28.6,0,,,WSW,76,,ENE,0,15,85,83,1016.9,1013,,,18.6,20.1,No,22.6,Yes
5001,11/6/2014,BadgerysCreek,12.1,23.1,22.6,,,E,31,SSW,ESE,19,15,69,56,1015.5,1013,,,17.1,22.2,Yes,0.2,No
5002,11/7/2014,BadgerysCreek,12.2,25.1,0.2,,,E,33,NNE,E,4,20,71,52,1019.3,1018.3,,,18.1,24.1,No,0,No
5003,11/8/2014,BadgerysCreek,10.4,28.7,0,,,ESE,31,NNE,ENE,9,13,80,29,1022.5,1017.4,,,17.6,28.3,No,0,No
5004,11/9/2014,BadgerysCreek,12.4,28.6,0,,,SE,31,WSW,E,6,17,73,46,1018.7,1016.3,,,20.8,27.9,No,0,No
5005,11/10/2014,BadgerysCreek,17,24.8,0,,,E,31,SE,E,4,15,73,65,1018.3,1016.2,,,19.9,22,No,0,No
5006,11/11/2014,BadgerysCreek,15.2,22,0,,,ESE,28,SE,ESE,4,19,65,74,1020.1,1019.3,,,19,18.4,No,0,No
5007,11/12/2014,BadgerysCreek,14.5,24.8,0,,,ENE,30,,NE,0,11,72,49,1019.5,1015,,,17.6,24.1,No,0,No
5008,11/13/2014,BadgerysCreek,15.6,27.6,0,,,ESE,30,NNE,NE,9,11,74,48,1019.1,1014.4,,,18.5,26.4,No,0,No
5009,11/14/2014,BadgerysCreek,14,40.5,0,,,SE,44,N,N,9,15,77,19,1012,1005.6,,,21.8,39,No,0,No
5010,11/15/2014,BadgerysCreek,17.6,24.8,0,,,ESE,30,ENE,ESE,6,13,62,56,1009.3,1009.5,,,20.1,22.1,No,2.4,Yes
5011,11/16/2014,BadgerysCreek,16.5,28.2,2.4,,,WNW,72,N,WSW,9,39,89,31,1005.1,1002.1,,,17.7,27.5,Yes,0.2,No
5012,11/17/2014,BadgerysCreek,11.5,28.8,0.2,,,ENE,33,WSW,ENE,7,9,45,28,1013.7,1010.5,,,19.7,27.6,No,0,No
5013,11/18/2014,BadgerysCreek,12.9,28.1,0,,,WSW,37,SW,ESE,15,20,48,44,1017.1,1015.1,,,22.2,26.6,No,0,No
5014,11/19/2014,BadgerysCreek,15.8,26.8,0,,,E,37,ENE,NE,6,13,73,49,1021.7,1017,,,20,26.2,No,0,No
5015,11/20/2014,BadgerysCreek,16,36.1,0,,,E,31,N,ENE,7,15,70,24,1014.3,1007,,,21.9,34.5,No,0,No
5016,11/21/2014,BadgerysCreek,19.4,39.6,0,,,WNW,63,NNE,W,17,26,46,12,1006.9,1004,,,29.1,38.5,No,0,No
5017,11/22/2014,BadgerysCreek,17,31.4,0,,,E,30,ESE,ENE,2,13,58,37,1016.2,1010,,,21.3,30.7,No,0,No
5018,11/23/2014,BadgerysCreek,16.1,41.6,0,,,E,39,,ENE,0,15,66,27,1011.2,1006.2,,,25.5,40.6,No,0,No
5019,11/24/2014,BadgerysCreek,19.8,34.7,0,,,ENE,28,ENE,ESE,2,17,79,45,1015.1,1006.7,,,22.2,31.4,No,3,Yes
5020,11/25/2014,BadgerysCreek,21.8,27.5,3,,,SW,43,SW,E,30,22,40,44,1013.3,1014.7,,,23,25.8,Yes,0.4,No
5021,11/26/2014,BadgerysCreek,17.3,26.5,0.4,,,E,31,NNE,ENE,9,17,66,53,1019.5,1015.5,,,20.2,25.8,No,0.2,No
5022,11/27/2014,BadgerysCreek,16.5,21.3,0.2,,,S,31,SSW,S,7,11,86,78,1022.4,1022.4,,,17.3,18.2,No,0.4,No
5023,11/28/2014,BadgerysCreek,13.1,25.7,0.4,,,E,35,ESE,NNE,4,11,58,39,1024,1020.1,,,19.7,25.1,No,0.2,No
5024,11/29/2014,BadgerysCreek,12.9,31.5,0.2,,,E,33,N,NE,4,15,62,33,1019.5,1013.4,,,21.5,30.4,No,0,No
5025,11/30/2014,BadgerysCreek,14.3,33.4,0,,,W,70,NNE,ESE,7,20,67,40,1014,1009.4,,,22.6,30,No,6.4,Yes
5026,12/1/2014,BadgerysCreek,16.8,31.1,6.4,,,S,46,N,ENE,4,2,79,47,1011,1007.1,,,21.8,28.8,Yes,5.4,Yes
5027,12/2/2014,BadgerysCreek,17.9,34,5.4,,,E,48,N,NNE,22,4,74,40,1011.9,1007.7,,,23.1,33,Yes,0.2,No
5028,12/3/2014,BadgerysCreek,19,36.5,0.2,,,SSW,44,S,NE,4,9,72,36,1013,1008.2,,,24.8,34.7,No,7.4,Yes
5029,12/4/2014,BadgerysCreek,19.4,31.6,7.4,,,SW,50,N,ENE,11,9,93,48,1012.2,1008.2,,,21.1,31.1,Yes,3.2,Yes
5030,12/5/2014,BadgerysCreek,18.6,31.4,3.2,,,WNW,59,N,ENE,6,15,85,43,1008.1,1004.1,,,21.2,30.5,Yes,3.4,Yes
5031,12/6/2014,BadgerysCreek,18.5,28.5,3.4,,,WNW,39,S,ENE,4,15,82,52,1007.6,1003.3,,,22.4,26.9,Yes,44,Yes
5032,12/7/2014,BadgerysCreek,17.7,29.9,44,,,W,52,SE,ESE,4,17,84,53,1006.2,1002.7,,,20.5,28.5,Yes,3,Yes
5033,12/8/2014,BadgerysCreek,17.7,28.7,3,,,N,35,NNW,E,7,7,89,54,1007.4,1005.7,,,20.6,26.4,Yes,0.8,No
5034,12/9/2014,BadgerysCreek,19.7,25.4,0.8,,,ESE,28,SE,ESE,4,15,78,71,1014.9,1013.8,,,21.6,22.8,No,0.4,No
5035,12/10/2014,BadgerysCreek,18.8,26.6,0.4,,,ENE,30,NNE,E,11,15,71,65,1014.5,1010.7,,,22.1,25.1,No,10.4,Yes
5036,12/11/2014,BadgerysCreek,19.9,21.7,10.4,,,S,44,WSW,SSW,6,11,97,92,1005.6,1009.4,,,20.8,18.2,Yes,13.8,Yes
5037,12/12/2014,BadgerysCreek,14,22.6,13.8,,,SSE,48,SSE,SE,24,20,61,53,1017.8,1018.2,,,19.1,20.5,Yes,0,No
5038,12/13/2014,BadgerysCreek,14.3,23.3,0,,,SSE,37,SE,ESE,15,19,47,52,1018.7,1016.4,,,20.2,21.8,No,0,No
5039,12/14/2014,BadgerysCreek,14.5,27.9,0,,,ENE,28,N,E,11,7,61,35,1014.1,1009.5,,,20.1,26.3,No,0,No
5040,12/15/2014,BadgerysCreek,13.8,29.8,0,,,E,28,NW,E,2,13,66,41,1012.2,1009.3,,,21.1,28.9,No,0,No
5041,12/16/2014,BadgerysCreek,14.9,31.2,0,,,NNE,35,NNW,ENE,4,22,72,47,1007.2,998.7,,,19.8,28.8,No,0,No
5042,12/17/2014,BadgerysCreek,16.3,23.2,0,,,ESE,31,SSE,ESE,11,17,63,55,1006,1007.2,,,21.1,21.7,No,0,No
5043,12/18/2014,BadgerysCreek,15.8,28.4,0,,,NE,22,WSW,N,4,9,84,56,1010.4,1004.9,,,17.9,26.4,No,0,No
5044,12/19/2014,BadgerysCreek,16.5,24.5,0,,,ESE,35,SSE,E,6,17,61,47,1012.5,1012.1,,,20.1,23.6,No,0,No
5045,12/20/2014,BadgerysCreek,15.6,26.8,0,,,E,35,ENE,E,6,7,57,36,1018.4,1015.2,,,20.1,25.8,No,0,No
5046,12/21/2014,BadgerysCreek,13.4,30.5,0,,,E,35,NNW,ENE,4,13,66,43,1018.7,1014.5,,,20.8,29.7,No,0,No
5047,12/22/2014,BadgerysCreek,16.5,33.1,0,,,NNE,54,N,E,4,20,79,51,1016.8,1013.5,,,21.8,29.2,No,4,Yes
5048,12/23/2014,BadgerysCreek,19.5,27.7,4,,,NNW,35,N,N,11,11,87,86,1014.8,1012.9,,,21.8,21.4,Yes,3.6,Yes
5049,12/24/2014,BadgerysCreek,20,25.7,3.6,,,E,30,ESE,SE,7,15,76,65,1013.1,1013.3,,,24.4,24.3,Yes,0,No
5050,12/25/2014,BadgerysCreek,19.1,31.9,0,,,WNW,59,NNE,E,11,11,82,54,1011.2,1004.3,,,21.7,30.9,No,22,Yes
5051,12/26/2014,BadgerysCreek,17.9,30.2,22,,,ESE,44,SW,SE,9,7,62,26,1007.8,1009.4,,,24.5,29.9,Yes,0,No
5052,12/27/2014,BadgerysCreek,17.1,22.6,0,,,ESE,24,ESE,ESE,6,15,62,44,1021.4,1020.2,,,18.7,21.6,No,0,No
5053,12/28/2014,BadgerysCreek,17.1,24.8,0,,,ENE,28,SW,NE,4,13,74,59,1018.9,1015.6,,,19.4,22.9,No,0,No
5054,12/29/2014,BadgerysCreek,14.3,32.2,0,,,W,63,N,NNE,11,15,76,42,1009.5,1002.9,,,20.9,31.5,No,0,No
5055,12/30/2014,BadgerysCreek,17.3,33.2,0,,,WSW,50,SSE,WSW,6,26,45,17,1007.1,1003.8,,,24.6,32.6,No,0,No
5056,12/31/2014,BadgerysCreek,18.2,28.4,0,,,E,35,NE,ENE,6,17,62,49,1015.3,1012.9,,,21.9,27.5,No,0,No
5057,1/1/2015,BadgerysCreek,17.4,34.7,0,,,ESE,33,NNE,ENE,7,9,70,40,1014.4,1010,,,23.3,33.1,No,0,No
5058,1/2/2015,BadgerysCreek,21.3,30.5,0,,,E,30,SE,ESE,6,15,76,65,1018.5,1017,,,24.5,27.1,No,0,No
5059,1/3/2015,BadgerysCreek,21.3,34.3,0,,,E,33,N,NE,2,19,67,44,1019.9,1015.9,,,26.4,33.3,No,0,No
5060,1/4/2015,BadgerysCreek,19.3,34.8,0,,,SSE,46,NNW,SW,2,6,73,49,1015.8,1011.6,,,25.3,28.9,No,14.2,Yes
5061,1/5/2015,BadgerysCreek,19.8,27.2,14.2,,,E,24,WSW,NNW,7,6,85,62,1019.5,1018.1,,,20.5,26.7,Yes,0,No
5062,1/6/2015,BadgerysCreek,18.2,30.2,0,,,ESE,33,S,ENE,4,20,79,56,1020.8,1018.9,,,23.1,28.5,No,0,No
5063,1/7/2015,BadgerysCreek,19.2,32.5,0,,,ENE,37,WNW,ENE,4,11,75,37,1020.5,1016.5,,,24.6,31.8,No,0,No
5064,1/9/2015,BadgerysCreek,20.2,35.1,,,,NNE,39,NW,NNE,6,7,69,37,1010.5,1006.4,,,25.5,33.3,,0,No
5065,1/10/2015,BadgerysCreek,20.8,30.1,0,,,NW,54,SSW,NE,6,9,83,58,1010.7,1008.4,,,23.3,29.9,No,30.4,Yes
5066,1/11/2015,BadgerysCreek,19.9,21,30.4,,,SSW,20,ESE,SSW,9,7,97,96,1013.5,1012.5,,,19.9,20.6,Yes,13.8,Yes
5067,1/12/2015,BadgerysCreek,18.8,24.4,13.8,,,SSE,39,S,SSE,11,20,86,68,1015.5,1013.3,,,20.3,23.9,Yes,0.4,No
5068,1/13/2015,BadgerysCreek,19,28.6,0.4,,,ENE,24,W,ENE,2,13,77,60,1010.1,1004.6,,,22.6,27.7,No,0.8,No
5069,1/14/2015,BadgerysCreek,21.2,31.8,0.8,,,NW,39,NNW,WNW,7,20,70,41,998.8,997.6,,,26.7,31.1,No,0,No
5070,1/15/2015,BadgerysCreek,21.1,30.3,0,,,ESE,33,SSW,ENE,19,19,53,54,1004.2,1002.9,,,24.8,28.4,No,0,No
5071,1/16/2015,BadgerysCreek,19.2,32.5,0,,,SW,20,NNW,SE,4,4,72,32,1008.6,1005.1,,,23.3,30.1,No,0,No
5072,1/17/2015,BadgerysCreek,14.3,34.8,0,,,WSW,39,,W,0,15,51,20,1007.8,1005.2,,,23.4,34.1,No,0,No
5073,1/18/2015,BadgerysCreek,16.4,32.2,0,,,E,37,SW,ESE,7,13,73,38,1011.9,1008.7,,,22.1,31.3,No,0,No
5074,1/19/2015,BadgerysCreek,18.7,19.9,0,,,S,28,S,SSE,15,13,74,68,1015.2,1015.6,,,19.8,19.6,No,1.8,Yes
5075,1/20/2015,BadgerysCreek,16.9,25.2,1.8,,,ENE,33,ENE,NE,7,4,98,64,1014.3,1010.9,,,18.4,23.9,Yes,1.4,Yes
5076,1/21/2015,BadgerysCreek,18.3,28.2,1.4,,,E,37,NW,NW,6,11,79,70,1011,1009.7,,,23.5,24.6,Yes,1.2,Yes
5077,1/22/2015,BadgerysCreek,18.7,31.3,1.2,,,E,37,NNE,ENE,4,15,77,43,1014.3,1010.7,,,24.2,30,Yes,0.2,No
5078,1/23/2015,BadgerysCreek,19.5,34.5,0.2,,,NW,43,NNE,NE,7,11,75,38,1010,1005.6,,,24.5,32.7,No,18.6,Yes
5079,1/24/2015,BadgerysCreek,20.2,32.8,18.6,,,WNW,46,SE,ENE,4,15,87,54,1008,1003.6,,,23.9,31.3,Yes,8.6,Yes
5080,1/25/2015,BadgerysCreek,19.4,34.9,8.6,,,SW,39,N,W,6,15,86,35,1003,1001.2,,,23.2,34.7,Yes,0,No
5081,1/26/2015,BadgerysCreek,19.2,20.6,0,,,SSW,24,SSW,SSW,13,11,74,76,1013.2,1013.5,,,19.9,19.3,No,9.6,Yes
5082,1/27/2015,BadgerysCreek,16.4,19.2,9.6,,,ESE,22,SW,SSE,9,13,99,98,1013.2,1012.4,,,17.8,18.5,Yes,38.8,Yes
5083,1/28/2015,BadgerysCreek,16,21.4,38.8,,,SSW,43,SSW,SSE,13,19,97,68,1013.9,1013.6,,,16.2,20.3,Yes,5.2,Yes
5084,1/29/2015,BadgerysCreek,13.9,24.1,5.2,,,SW,43,SW,SSW,20,20,56,42,1013.2,1010.5,,,17.6,22.8,Yes,0,No
5085,1/30/2015,BadgerysCreek,11.9,27,0,,,SW,35,W,SW,9,19,58,33,1009.6,1005.3,,,17.9,26,No,0,No
5086,1/31/2015,BadgerysCreek,12.5,28.4,0,,,ESE,30,,WNW,0,4,67,42,1008.1,1004.9,,,18.8,26.5,No,0,No
5087,2/1/2015,BadgerysCreek,15.7,27.3,0,,,SE,31,S,SE,4,19,73,57,1009.7,1008.5,,,20.2,24.7,No,0.8,No
5088,2/2/2015,BadgerysCreek,15.2,25.4,0.8,,,S,46,SW,SSE,20,9,69,54,1015.7,1015.2,,,18.6,24.7,No,0.2,No
5089,2/3/2015,BadgerysCreek,14.9,25.9,0.2,,,ESE,26,S,ESE,13,13,62,45,1020.5,1016.9,,,20.2,24.4,No,0,No
5090,2/4/2015,BadgerysCreek,12.8,26,0,,,ESE,26,SW,E,7,7,78,53,1015.9,1015,,,18.6,24.2,No,0.6,No
5091,2/5/2015,BadgerysCreek,17.3,23.1,0.6,,,SE,24,S,SSE,9,15,84,68,1023.7,1023.8,,,19.2,21.4,No,0,No
5092,2/6/2015,BadgerysCreek,15.5,25.3,0,,,SSE,24,SSW,SE,6,13,80,59,1027.8,1026,,,18.8,23.2,No,0,No
5093,2/7/2015,BadgerysCreek,15.2,28.6,0,,,NE,24,WSW,N,6,9,78,50,1025.3,1021.1,,,18.8,28.1,No,0,No
5094,2/8/2015,BadgerysCreek,15.1,36.4,0,,,SE,31,WSW,SW,2,13,79,28,1018.7,1015.7,,,21.2,35.7,No,0,No
5095,2/9/2015,BadgerysCreek,18,26.4,0,,,SSE,30,SSW,SE,13,13,66,60,1024.3,1023.6,,,22.7,25.5,No,0,No
